datum	2018	2019	2020	2021	2022	2023	2024	2025	2030	2035	2040	2050
03/01/00 02:00	 € 0.02110000000 	 € 0.04640000000 	 € 0.02750000000 	 € 0.03960000000 	 € -0.00010000000 	 € 0.11880000000 	 € -0.00139000000 	 € 0.10300000000 	 € -   	 € -   	 € -   	 € -   
03/01/00 03:00	 € 0.02360000000 	 € 0.04400000000 	 € 0.02480000000 	 € 0.04530000000 	 € -0.00110000000 	 € 0.11500000000 	 € -0.00131000000 	 € 0.09800000000 	 € -   	 € 0.00001000000 	 € -   	 € -   
03/01/00 04:00	 € 0.02530000000 	 € 0.04390000000 	 € 0.02240000000 	 € 0.04300000000 	 € -0.00100000000 	 € 0.11360000000 	 € -0.00139000000 	 € 0.07815000000 	 € -   	 € 0.00001000000 	 € -   	 € -   
03/01/00 05:00	 € 0.02570000000 	 € 0.04590000000 	 € 0.02600000000 	 € 0.04300000000 	 € -   	 € 0.11630000000 	 € -0.00195000000 	 € 0.07100000000 	 € -   	 € 0.00001000000 	 € -   	 € -   
03/01/00 06:00	 € 0.02750000000 	 € 0.05250000000 	 € 0.03100000000 	 € 0.04200000000 	 € 0.03600000000 	 € 0.13890000000 	 € 0.00105000000 	 € 0.06896000000 	 € -   	 € 0.00001000000 	 € -   	 € 0.00001000000 
03/01/00 07:00	 € 0.03700000000 	 € 0.05860000000 	 € 0.02980000000 	 € 0.04530000000 	 € 0.09030000000 	 € 0.15990000000 	 € 0.04063000000 	 € 0.08600000000 	 € -   	 € 0.00001000000 	 € 0.00001000000 	 € 0.00001000000 
03/01/00 08:00	 € 0.03990000000 	 € 0.06510000000 	 € 0.04050000000 	 € 0.04330000000 	 € 0.12000000000 	 € 0.16920000000 	 € 0.06830000000 	 € 0.11264000000 	 € 0.00002000000 	 € 0.00002000000 	 € 0.00001000000 	 € 0.00001000000 
03/01/00 09:00	 € 0.04310000000 	 € 0.07560000000 	 € 0.04580000000 	 € 0.06090000000 	 € 0.12990000000 	 € 0.17120000000 	 € 0.07590000000 	 € 0.13451000000 	 € 0.00002000000 	 € 0.00002000000 	 € -   	 € 0.00001000000 
03/01/00 10:00	 € 0.04320000000 	 € 0.07970000000 	 € 0.04770000000 	 € 0.07220000000 	 € 0.11900000000 	 € 0.16860000000 	 € 0.07320000000 	 € 0.10000000000 	 € 0.02500000000 	 € 0.03000000000 	 € 0.03000000000 	 € 0.03000000000 
03/01/00 11:00	 € 0.04500000000 	 € 0.07430000000 	 € 0.04920000000 	 € 0.06220000000 	 € 0.11920000000 	 € 0.16950000000 	 € 0.06920000000 	 € 0.08660000000 	 € -   	 € 0.03000000000 	 € -   	 € 0.00001000000 
